Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
258,Damion Lee,SG,29,GSW,17,0,20.8,3.3,7.5,.438,1.2,3.6,.344,2.1,3.9,.522,.520,1.1,1.4,.826,0.4,2.7,3.1,1.1,0.2,0.1,0.6,1.3,8.9,354,11.1,.550,.477,.180,2.3,13.4,8.1,7.7,0.4,0.5,6.8,18.0,,0.4,0.5,0.8,.114,,-1.9,-1.9,-3.8,-0.2
259,Saben Lee,PG,22,DET,8,0,11.6,1.3,3.6,.345,0.3,1.5,.167,1.0,2.1,.471,.379,0.8,1.3,.600,0.1,1.4,1.5,1.4,0.9,0.1,0.6,0.5,3.5,93,10.0,.419,.414,.345,1.1,13.9,7.0,18.8,3.7,1.0,13.0,17.7,,-0.1,0.1,0.0,-0.002,,-4.8,2.7,-2.1,0.0
260,Alex Len,C,28,SAC,16,3,16.3,2.3,4.4,.507,0.4,0.9,.429,1.9,3.6,.526,.549,1.1,1.7,.667,0.9,2.9,3.9,1.0,0.2,0.9,1.1,3.1,6.0,261,11.9,.579,.197,.380,6.0,18.9,12.5,8.9,0.6,4.8,17.8,16.4,,0.2,0.2,0.4,.073,,-3.9,-0.1,-4.0,-0.1
261,Caris LeVert,SG,27,IND,17,17,27.3,5.8,14.1,.414,1.2,4.6,.253,4.6,9.4,.494,.456,1.9,2.4,.780,0.4,2.4,2.8,2.9,0.8,0.4,1.4,1.9,14.7,464,13.3,.486,.331,.172,1.7,9.5,5.6,17.3,1.4,1.3,8.5,26.3,,0.0,0.4,0.4,.038,,-1.4,-1.1,-2.5,-0.1
262,Kira Lewis Jr,PG,20,NOP,23,0,14.4,2.5,6.2,.401,0.6,2.5,.228,1.9,3.7,.518,.447,0.4,0.5,.818,0.3,1.3,1.7,2.0,0.4,0.0,1.1,0.7,5.9,332,9.9,.463,.401,.077,2.5,10.1,6.2,22.3,1.5,0.3,14.5,22.1,,-0.3,0.1,-0.2,-0.030,,-3.2,-2.2,-5.4,-0.3
263,Damian Lillard,PG,31,POR,20,20,35.7,7.3,18.4,.397,2.8,9.1,.302,4.6,9.3,.489,.471,4.1,4.5,.911,0.4,3.6,4.0,7.8,0.7,0.4,2.6,1.4,21.5,714,18.4,.526,.495,.245,1.2,11.2,6.1,34.5,0.9,1.1,11.3,28.0,,1.3,0.0,1.4,.091,,2.6,-2.8,-0.2,0.3
264,Nassir Little,SF,21,POR,21,2,22.4,3.1,6.5,.478,1.0,3.0,.317,2.1,3.5,.616,.551,1.1,1.4,.828,1.4,3.9,5.3,0.8,0.8,0.6,0.9,2.1,8.3,470,14.3,.585,.463,.213,6.9,19.6,13.1,4.9,1.7,2.6,11.3,15.5,,0.6,0.3,0.9,.093,,-1.0,-0.9,-1.9,0.0
265,Kevon Looney,C,25,GSW,23,23,18.0,2.1,4.2,.510,0.0,0.0,.000,2.1,4.1,.516,.510,0.9,1.6,.541,2.4,4.0,6.4,1.1,0.5,0.7,0.7,2.4,5.1,413,14.7,.525,.010,.385,15.4,22.8,19.3,8.2,1.4,4.0,12.5,13.4,,0.7,0.9,1.6,.183,,-2.3,0.0,-2.2,0.0
266,Brook Lopez,C,33,MIL,1,1,28.0,3.0,9.0,.333,2.0,4.0,.500,1.0,5.0,.200,.444,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0,28,12.0,.444,.444,.000,7.6,10.8,9.2,0.0,1.7,10.2,0.0,13.8,,0.0,0.1,0.1,.100,,-2.9,-1.8,-4.7,0.0
267,Robin Lopez,C,33,ORL,8,1,15.1,2.8,4.6,.595,0.0,0.1,.000,2.8,4.5,.611,.595,1.3,2.0,.625,1.5,1.1,2.6,1.0,0.0,0.6,1.1,1.8,6.8,121,15.1,.613,.027,.432,10.4,7.8,9.1,11.2,0.0,3.9,17.0,18.8,,0.2,0.0,0.2,.081,,-1.4,-2.2,-3.6,0.0
268,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,7,-1.1,.000,1.000,.000,29.8,0.0,15.4,18.0,0.0,0.0,0.0,18.3,,0.0,0.0,0.0,-0.264,,-3.7,-9.6,-13.3,0.0
269,Kevin Love,PF,33,CLE,16,0,20.1,3.4,8.6,.401,1.6,4.5,.347,1.9,4.1,.462,.493,2.3,2.4,.949,1.3,5.9,7.3,1.9,0.3,0.3,1.0,1.1,10.8,321,19.3,.558,.526,.285,7.3,31.6,19.6,15.2,0.6,1.1,9.4,23.1,,0.7,0.5,1.2,.183,,3.4,0.4,3.7,0.5
270,Kyle Lowry,PG,35,MIA,22,22,33.7,4.5,10.6,.419,2.0,6.4,.312,2.5,4.2,.581,.513,1.9,2.1,.872,0.5,4.1,4.6,7.6,1.0,0.3,3.0,2.8,12.8,742,14.1,.552,.603,.201,1.7,13.5,7.6,33.1,1.6,1.1,20.3,19.1,,0.9,0.8,1.6,.106,,0.1,0.1,0.2,0.4
271,Timothe Luwawu-Cabarrot,SF,26,ATL,17,3,7.9,0.9,2.3,.385,0.5,1.5,.346,0.4,0.8,.462,.500,0.3,0.4,.833,0.0,1.1,1.1,0.4,0.1,0.2,0.2,0.9,2.6,135,8.6,.528,.667,.154,0.0,14.1,7.2,6.9,0.7,2.0,6.7,14.5,,0.1,0.1,0.1,.053,,-3.5,-1.2,-4.7,-0.1
272,Trey Lyles,PF,26,DET,22,0,16.0,2.5,6.1,.418,0.8,2.9,.286,1.7,3.2,.535,.485,1.8,2.3,.780,1.3,2.8,4.1,0.8,0.3,0.2,1.0,1.3,7.7,351,14.4,.542,.470,.373,8.3,20.5,13.9,8.4,0.8,1.0,11.9,21.7,,0.3,0.2,0.5,.071,,-0.5,-2.0,-2.4,0.0
273,Theo Maledon,PG,20,OKC,12,0,12.9,0.8,3.3,.225,0.3,2.2,.115,0.5,1.2,.429,.263,0.8,1.0,.833,0.4,1.3,1.8,1.0,0.3,0.1,1.2,0.8,2.6,155,1.2,.342,.650,.300,3.2,10.8,6.9,11.2,1.3,0.6,23.6,16.5,,-0.5,0.1,-0.4,-0.130,,-9.0,-2.7,-11.8,-0.4
274,Sandro Mamukelashvili,PF,22,MIL,12,1,9.5,1.2,2.6,.452,0.3,0.9,.364,0.8,1.7,.500,.516,0.2,0.3,.667,1.2,1.2,2.3,0.5,0.0,0.1,0.3,0.5,2.8,114,12.3,.526,.355,.097,13.0,12.4,12.7,7.4,0.0,0.8,8.5,13.3,,0.2,0.1,0.3,.114,,0.5,-2.9,-2.4,0.0
275,Terance Mann,SF,25,LAC,23,0,27.7,3.5,7.8,.453,1.0,2.9,.343,2.5,4.9,.518,.517,1.6,2.0,.783,1.5,3.6,5.0,2.4,0.7,0.1,1.1,2.3,9.6,636,12.2,.555,.374,.257,5.8,13.3,9.6,12.7,1.1,0.3,11.5,15.4,,0.8,0.7,1.5,.114,,-1.6,-0.3,-1.9,0.0
276,Tre Mann,PG,20,OKC,14,2,15.3,2.7,6.6,.409,0.9,2.6,.333,1.9,4.1,.456,.473,0.8,1.1,.688,0.5,1.2,1.7,0.3,0.5,0.4,0.9,1.4,7.1,214,9.9,.495,.387,.172,3.2,8.3,5.7,3.3,1.6,2.2,10.7,22.5,,-0.2,0.1,-0.1,-0.015,,-3.7,-2.1,-5.8,-0.2
277,Boban Marjanovic,C,33,DAL,13,0,6.2,2.2,3.5,.644,0.1,0.2,.500,2.2,3.3,.651,.656,0.5,1.0,.462,0.5,1.5,2.0,0.2,0.0,0.2,0.6,1.2,5.0,81,22.9,.641,.044,.289,7.6,28.0,17.3,5.5,0.0,2.2,13.6,32.2,,0.1,0.1,0.1,.089,,-0.1,-1.4,-1.5,0.0
278,Lauri Markkanen,PF,24,CLE,15,15,31.7,5.0,12.5,.401,2.3,7.0,.324,2.7,5.5,.500,.492,1.9,2.3,.853,1.3,4.7,6.1,1.1,0.9,0.5,0.7,1.3,14.2,475,14.0,.527,.561,.182,4.7,15.9,10.4,5.5,1.4,1.5,5.2,19.6,,0.5,0.6,1.1,.116,,0.3,-0.3,0.0,0.2
279,Naji Marshall,SF,24,NOP,18,0,11.4,1.1,3.3,.322,0.2,1.3,.130,0.9,2.0,.444,.347,1.4,1.6,.862,0.7,2.2,2.9,1.1,0.4,0.2,1.0,1.1,3.7,206,9.8,.460,.390,.492,6.6,21.7,13.9,13.8,1.9,1.4,20.1,18.6,,-0.2,0.1,0.0,-0.004,,-5.2,-0.6,-5.8,-0.2
280,Caleb Martin,SF,26,MIA,21,1,18.3,2.5,5.5,.457,0.6,2.0,.302,1.9,3.5,.548,.513,0.8,1.3,.607,0.8,2.2,3.0,0.9,0.9,0.5,0.5,1.4,6.5,385,13.4,.530,.371,.241,4.7,13.3,9.0,7.3,2.5,3.2,7.9,16.0,,0.3,0.5,0.9,.109,,-1.0,0.9,-0.1,0.2
281,Cody Martin,SF,26,CHO,23,0,25.0,3.0,6.1,.482,1.0,2.1,.479,2.0,4.0,.484,.564,1.3,1.7,.744,1.3,3.0,4.2,2.3,1.3,0.5,0.4,1.7,8.2,574,15.8,.594,.340,.277,5.2,12.9,8.9,12.1,2.6,1.9,5.9,12.4,,1.3,0.4,1.7,.139,,1.0,0.7,1.7,0.5
282,Kelan Martin,SF,26,IND,18,1,16.7,2.8,6.8,.418,0.8,2.9,.269,2.1,3.9,.529,.475,0.4,0.6,.636,0.6,1.2,1.8,0.9,0.5,0.3,0.6,1.3,6.8,300,10.7,.485,.426,.090,4.0,7.9,6.0,8.5,1.5,1.7,8.0,20.0,,0.0,0.2,0.2,.035,,-2.1,-1.4,-3.5,-0.1
283,Kenyon Martin Jr,SF,21,HOU,22,0,15.5,2.9,5.3,.552,0.4,1.4,.290,2.5,3.9,.647,.591,0.7,1.0,.652,0.6,2.5,3.1,0.9,0.4,0.5,0.5,1.1,6.9,341,16.4,.603,.267,.198,4.4,16.6,10.6,9.8,1.2,2.7,7.3,16.8,,0.6,0.3,0.9,.131,,0.5,0.0,0.5,0.2
284,Garrison Mathews,SG,25,HOU,10,5,26.8,3.9,8.0,.488,2.9,6.9,.420,1.0,1.1,.909,.669,1.2,1.5,.800,0.8,2.3,3.1,0.4,0.5,0.3,0.2,2.5,11.9,268,14.3,.687,.863,.188,3.2,9.0,6.1,2.3,0.9,1.0,2.3,13.9,,0.7,0.1,0.8,.148,,1.2,-1.3,-0.1,0.1
285,Wesley Matthews,G,35,MIL,1,0,12.0,1.0,3.0,.333,1.0,3.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,12,2.8,.500,1.000,.000,0.0,8.4,4.3,0.0,0.0,7.9,25.0,14.3,,0.0,0.0,0.0,-0.056,,-6.3,0.2,-6.1,0.0
286,Tyrese Maxey,PG,21,PHI,23,23,35.4,6.4,13.8,.465,1.1,3.1,.361,5.3,10.7,.496,.506,3.2,3.6,.892,0.4,3.4,3.8,4.9,0.7,0.6,1.2,2.4,17.2,815,17.2,.559,.226,.261,1.2,10.6,5.9,21.8,1.0,1.5,7.1,21.1,,1.8,0.5,2.2,.131,,1.3,-1.1,0.3,0.5
287,Skylar Mays,SG,24,ATL,7,0,2.7,0.6,0.7,.800,0.1,0.3,.500,0.4,0.4,1.000,.900,0.7,0.7,1.000,0.0,0.3,0.3,0.1,0.0,0.0,0.3,0.3,2.0,19,25.2,.972,.400,1.000,0.0,11.1,5.7,8.1,0.0,0.0,21.7,21.2,,0.1,0.0,0.1,.269,,4.1,0.5,4.6,0.0
288,Miles McBride,PG,21,NYK,6,0,1.3,0.2,1.5,.111,0.0,1.0,.000,0.2,0.5,.333,.111,0.0,0.0,,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.3,8,-11.5,.111,.667,.000,13.3,0.0,6.7,18.6,6.2,11.9,0.0,49.3,,-0.1,0.0,-0.1,-0.666,,-18.0,-4.2,-22.2,0.0
289,CJ McCollum,SG,30,POR,24,24,35.3,8.0,18.8,.424,3.2,8.2,.393,4.8,10.6,.447,.509,1.5,2.1,.700,1.1,3.0,4.1,4.5,1.1,0.7,1.9,2.1,20.6,848,16.8,.522,.435,.111,3.4,9.5,6.4,20.6,1.5,1.9,8.9,26.6,,1.0,0.2,1.1,.064,,2.4,-2.2,0.2,0.5
290,TJ McConnell,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4,581,16.1,.536,.138,.083,3.6,11.2,7.5,29.1,2.1,1.3,13.0,16.1,,1.0,0.6,1.6,.134,,0.1,1.1,1.2,0.5
291,Jaden McDaniels,PF,21,MIN,20,11,25.3,2.6,6.2,.415,0.7,2.7,.264,1.9,3.5,.529,.472,0.4,0.6,.636,1.6,2.9,4.5,0.9,1.0,0.6,1.0,3.8,6.2,506,7.6,.481,.431,.089,6.1,12.5,9.2,4.7,1.8,2.2,12.9,12.1,,0.0,0.6,0.6,.055,,-5.1,-0.1,-5.2,-0.4
292,Jalen McDaniels,SF,24,CHO,22,0,15.0,1.9,3.6,.525,0.9,2.0,.455,1.0,1.6,.611,.650,0.7,1.1,.640,0.6,2.7,3.3,1.0,0.4,0.4,0.6,1.7,5.5,331,13.8,.659,.550,.313,4.0,19.4,11.4,8.4,1.1,2.2,12.5,13.3,,0.6,0.2,0.8,.111,,-0.3,-0.8,-1.2,0.1
293,Doug McDermott,PF,30,SAS,14,14,25.3,4.2,9.1,.465,2.1,4.9,.426,2.1,4.2,.508,.579,0.5,0.7,.700,0.6,1.9,2.5,1.3,0.2,0.1,0.6,1.2,11.0,354,12.0,.586,.535,.079,2.4,8.1,5.2,7.0,0.4,0.3,5.7,16.9,,0.5,0.2,0.6,.084,,0.0,-2.9,-2.8,-0.1
294,JaVale McGee,C,34,PHO,23,6,15.6,4.3,6.5,.664,0.0,0.0,,4.3,6.5,.664,.664,1.3,2.0,.652,2.3,4.7,7.0,0.6,0.3,0.9,1.7,2.5,9.9,359,24.5,.674,.000,.309,16.0,30.3,23.4,6.0,0.9,4.9,18.3,25.1,,0.8,0.8,1.6,.211,,0.1,-0.2,0.0,0.2
295,Rodney McGruder,SG,30,DET,9,0,5.3,0.6,1.6,.357,0.2,0.9,.250,0.3,0.7,.500,.429,0.2,0.2,1.000,0.2,0.4,0.7,0.3,0.0,0.1,0.1,0.1,1.6,48,8.8,.470,.571,.143,4.2,9.8,6.8,9.9,0.0,1.9,6.3,14.2,,0.0,0.0,0.0,.025,,-2.4,-2.2,-4.6,0.0
296,JaQuori McLaughlin,PG,24,DAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5.1,.000,.000,.000,0.0,0.0,0.0,49.6,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,-0.041,,-2.8,-6.0,-8.8,0.0
297,Jordan McLaughlin,PG,25,MIN,16,0,10.3,0.7,2.3,.306,0.2,1.1,.176,0.5,1.2,.421,.347,0.3,0.4,.714,0.1,0.7,0.8,2.1,0.6,0.0,0.7,0.4,1.9,165,7.9,.384,.472,.194,1.2,7.2,4.1,27.8,2.6,0.0,22.0,12.6,,-0.1,0.2,0.1,.023,,-4.5,-0.6,-5.1,-0.1
298,Ben McLemore,SG,28,POR,9,0,11.7,1.9,4.4,.425,1.4,3.9,.371,0.4,0.6,.800,.588,0.6,0.6,1.000,0.3,0.6,0.9,0.7,0.2,0.0,0.6,0.7,5.8,105,13.6,.616,.875,.125,3.1,5.3,4.2,8.5,0.9,0.0,10.6,19.5,,0.2,0.0,0.2,.074,,2.0,-3.2,-1.1,0.0
299,De'Anthony Melton,SG,23,MEM,20,12,24.8,4.0,9.8,.410,1.9,5.1,.363,2.2,4.7,.462,.505,0.7,1.0,.650,0.9,3.4,4.2,2.4,1.6,0.7,1.7,1.6,10.5,496,13.9,.515,.523,.103,3.6,14.5,9.0,13.3,3.0,2.6,13.9,20.0,,0.1,0.5,0.5,.052,,-0.6,-0.3,-0.9,0.1
300,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,58,8.1,.485,.958,.167,1.8,11.1,6.4,9.4,0.0,0.0,7.2,20.1,,0.0,0.0,0.0,.001,,-1.8,-5.4,-7.2,-0.1
301,Chimezie Metu,C,24,SAC,13,10,23.2,3.3,8.4,.394,1.2,4.3,.268,2.2,4.1,.528,.463,0.8,1.2,.733,1.1,5.6,6.7,1.1,0.8,0.9,1.1,1.2,8.6,301,12.9,.484,.514,.138,4.9,25.4,15.2,6.8,1.8,3.4,10.8,18.3,,-0.1,0.4,0.3,.047,,-1.1,-0.5,-1.5,0.0
302,Khris Middleton,SF,30,MIL,16,16,30.4,6.3,14.9,.418,2.1,6.0,.344,4.2,8.9,.469,.487,3.2,3.7,.864,0.4,5.0,5.4,4.9,1.3,0.2,2.9,1.8,17.8,487,16.7,.536,.402,.247,1.5,16.6,9.2,25.8,2.0,0.6,15.1,27.5,,0.3,0.7,1.0,.098,,0.5,-0.7,-0.2,0.2
303,Patty Mills,PG,33,BRK,23,9,28.4,4.5,9.7,.464,3.1,6.6,.474,1.3,3.0,.443,.626,0.6,0.6,.929,0.3,1.4,1.7,2.4,0.6,0.2,0.9,1.3,12.7,654,14.0,.638,.685,.063,1.0,4.9,3.1,12.7,1.0,0.7,8.1,16.7,,1.2,0.4,1.7,.123,,1.6,-1.3,0.2,0.4
304,Paul Millsap,PF,36,BRK,18,0,11.3,1.2,3.3,.367,0.3,1.3,.261,0.9,2.1,.432,.417,0.7,0.9,.706,1.1,2.6,3.6,0.9,0.2,0.4,0.4,2.2,3.4,204,10.7,.459,.383,.283,10.2,22.8,16.8,10.8,0.9,3.0,10.6,16.3,,0.1,0.3,0.4,.094,,-3.9,0.1,-3.8,-0.1
305,Shake Milton,PG,25,PHI,18,4,25.0,4.5,10.0,.450,0.8,2.9,.288,3.7,7.1,.516,.492,1.7,1.9,.882,0.6,2.4,3.0,2.9,0.7,0.4,1.1,1.9,11.5,450,15.0,.531,.289,.189,2.4,10.7,6.5,18.7,1.5,1.4,9.3,21.6,,0.5,0.3,0.8,.083,,0.1,-0.9,-0.8,0.1
306,Davion Mitchell,PG,23,SAC,24,0,25.6,3.6,9.7,.373,1.1,4.0,.281,2.5,5.7,.438,.431,0.7,1.1,.654,0.7,2.0,2.6,3.4,0.8,0.2,1.1,2.4,9.1,614,9.4,.446,.412,.112,2.7,8.0,5.4,19.2,1.5,0.7,9.6,18.7,,-0.1,0.2,0.1,.010,,-3.1,-1.4,-4.5,-0.4
307,Donovan Mitchell,SG,25,UTA,22,22,32.5,9.0,20.2,.446,3.1,9.2,.337,5.9,11.0,.537,.523,3.1,3.5,.885,0.9,3.2,4.1,5.1,1.7,0.2,3.0,2.5,24.2,716,21.9,.557,.455,.176,3.2,10.1,6.9,27.6,2.6,0.5,12.1,33.1,,1.6,0.8,2.4,.162,,3.5,-0.2,3.3,1.0
308,Evan Mobley,PF,20,CLE,20,20,34.0,5.6,11.8,.470,0.7,1.9,.342,4.9,9.9,.495,.498,2.3,3.0,.780,1.8,6.5,8.3,2.7,0.9,1.9,1.8,2.1,14.1,680,16.1,.536,.161,.250,5.9,20.4,13.3,12.1,1.3,4.9,12.1,19.1,,0.6,1.2,1.8,.127,,-0.5,1.4,0.9,0.5
309,Malik Monk,SG,23,LAL,24,2,24.5,3.9,8.4,.460,1.8,4.9,.368,2.1,3.5,.588,.567,0.8,1.0,.826,0.4,2.3,2.7,2.2,0.7,0.3,1.3,1.5,10.3,587,12.7,.585,.579,.114,1.8,9.6,5.7,13.1,1.4,0.9,13.1,17.7,,0.5,0.4,0.9,.076,,-0.5,-1.0,-1.6,0.0
310,Moses Moody,SG,19,GSW,15,0,5.9,0.7,1.8,.370,0.1,1.0,.133,0.5,0.8,.667,.407,0.1,0.1,.500,0.1,0.7,0.7,0.2,0.0,0.1,0.1,0.3,1.5,88,4.8,.412,.556,.074,1.3,11.7,6.8,4.6,0.0,2.2,3.5,14.1,,-0.1,0.1,0.0,.023,,-5.3,-2.1,-7.4,-0.1
311,Ja Morant,PG,22,MEM,19,19,32.6,8.9,18.8,.476,1.6,4.6,.356,7.3,14.2,.515,.520,4.6,5.9,.777,1.3,4.3,5.6,6.8,1.6,0.3,3.2,1.3,24.1,619,24.5,.564,.244,.314,4.2,14.0,9.1,34.9,2.3,0.7,12.9,31.6,,1.7,0.3,2.0,.155,,5.3,-1.8,3.5,0.9
312,Marcus Morris,PF,32,LAC,8,8,28.6,4.1,10.1,.407,2.1,5.5,.386,2.0,4.6,.432,.512,1.1,1.5,.750,0.3,3.6,3.9,1.9,0.4,0.5,1.5,2.8,11.5,229,9.3,.533,.543,.148,0.9,13.0,7.1,9.9,0.6,1.5,12.2,18.7,,0.0,0.2,0.2,.048,,-2.5,-0.8,-3.3,-0.1
313,Markieff Morris,PF,32,MIA,10,0,18.7,3.2,7.0,.457,0.8,2.2,.364,2.4,4.8,.500,.514,0.5,0.5,1.000,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7,187,11.0,.533,.314,.071,7.9,8.9,8.4,11.7,0.8,0.6,14.3,19.9,,0.1,0.1,0.2,.056,,-1.9,-0.4,-2.3,0.0
314,Monte Morris,PG,26,DEN,22,22,29.6,5.1,10.8,.475,1.2,3.8,.321,3.9,7.0,.558,.532,0.3,0.5,.600,0.3,2.3,2.6,4.2,0.7,0.1,1.3,1.6,11.8,651,13.0,.534,.353,.042,1.0,8.7,4.9,21.8,1.2,0.4,10.7,18.8,,0.6,0.4,1.0,.073,,-1.4,-1.0,-2.5,-0.1
315,Mychal Mulder,PG,27,ORL,11,1,10.5,1.1,4.2,.261,0.8,2.8,.290,0.3,1.4,.200,.359,0.2,0.2,1.000,0.2,0.8,1.0,0.1,0.2,0.1,0.3,0.6,3.2,116,1.9,.373,.674,.043,1.8,8.2,5.0,1.3,0.8,0.8,6.0,18.5,,-0.3,0.0,-0.3,-0.107,,-6.3,-3.2,-9.6,-0.2
316,Trey Murphy III,SF,21,NOP,25,0,14.9,1.6,4.3,.370,1.2,3.2,.392,0.4,1.2,.310,.514,0.4,0.4,.900,0.7,1.7,2.4,0.6,0.3,0.2,0.4,1.3,4.8,372,9.6,.534,.731,.093,5.0,12.6,8.7,5.5,1.1,1.0,8.2,14.0,,0.3,0.1,0.4,.049,,-2.0,-2.1,-4.0,-0.2
317,Dejounte Murray,PG,25,SAS,21,21,34.8,8.0,18.1,.445,1.3,4.1,.326,6.7,14.0,.480,.482,1.7,2.4,.700,1.0,7.6,8.6,8.2,2.0,0.4,2.4,2.1,19.1,731,20.3,.499,.226,.132,3.0,23.2,13.0,35.7,2.8,1.1,11.1,26.5,,0.7,1.2,1.9,.123,,1.6,1.6,3.1,0.9
318,Mike Muscala,C,30,OKC,16,0,14.6,2.7,5.9,.453,1.7,3.9,.435,1.0,2.1,.485,.595,1.5,1.9,.800,0.4,2.9,3.3,0.6,0.4,0.6,0.4,1.3,8.6,233,20.5,.633,.653,.316,2.6,21.0,11.6,6.8,1.3,4.1,6.1,21.3,,0.6,0.3,0.9,.184,,4.0,0.6,4.6,0.4
319,Svi Mykhailiuk,SF,24,TOR,24,4,18.7,2.6,6.0,.434,1.1,3.4,.333,1.5,2.6,.565,.528,0.8,0.9,.909,0.7,2.0,2.6,1.1,0.8,0.1,0.7,1.3,7.1,448,13.3,.560,.566,.154,3.7,12.1,7.7,8.8,2.1,0.4,9.5,16.2,,0.6,0.3,1.0,.103,,-0.2,-0.6,-0.8,0.1
320,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,145,5.1,.431,.400,.286,3.0,16.1,9.8,6.1,2.6,2.4,21.8,15.1,,-0.3,0.3,0.0,-0.007,,-7.3,0.4,-6.9,-0.2
321,Larry Nance Jr,PF,29,POR,24,0,19.8,2.6,4.8,.544,0.5,1.5,.324,2.1,3.2,.649,.596,0.7,1.1,.593,1.5,3.5,4.9,1.4,0.9,0.4,0.8,1.5,6.3,475,15.6,.604,.325,.237,8.0,19.6,13.7,10.1,2.2,1.8,13.1,13.2,,0.8,0.3,1.1,.115,,0.2,0.1,0.4,0.3
322,RJ Nembhard,SG,22,CLE,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3,41.8,1.000,.000,.000,0.0,35.6,18.1,70.6,0.0,0.0,0.0,14.6,,0.0,0.0,0.0,.583,,9.6,5.5,15.0,0.0
323,Aaron Nesmith,SF,22,BOS,19,0,9.7,1.0,3.0,.333,0.6,2.2,.262,0.4,0.8,.533,.430,0.2,0.2,1.000,0.3,1.3,1.6,0.4,0.3,0.0,0.4,1.3,2.8,185,5.3,.451,.737,.070,3.4,14.0,8.7,6.2,1.3,0.0,12.0,15.9,,-0.2,0.2,0.0,.003,,-5.1,-0.7,-5.8,-0.2
324,Raul Neto,PG,29,WAS,23,0,19.5,3.0,6.5,.470,0.5,1.7,.282,2.6,4.8,.536,.507,1.0,1.5,.686,0.2,1.8,2.0,2.4,0.7,0.0,1.2,1.7,7.6,448,11.7,.532,.262,.235,1.0,9.4,5.4,19.2,1.9,0.2,14.6,19.2,,0.1,0.4,0.5,.053,,-3.4,-0.3,-3.7,-0.2
325,Georges Niang,PF,28,PHI,23,5,24.9,4.0,9.3,.435,2.1,5.6,.380,1.9,3.7,.518,.549,1.1,1.2,.929,0.3,2.5,2.7,1.7,0.7,0.3,0.8,2.7,11.3,573,13.5,.577,.603,.131,1.1,10.9,6.0,10.5,1.3,1.1,7.4,19.3,,0.8,0.4,1.1,.095,,0.6,-1.6,-1.0,0.1
326,Daishen Nix,G,19,HOU,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,15.7,,,,0.0,0.0,0.0,63.5,0.0,0.0,,0.0,,0.0,0.0,0.0,.210,,2.0,-0.6,1.5,0.0
327,Zeke Nnaji,PF,21,DEN,10,0,14.2,2.8,5.2,.538,1.7,2.7,.630,1.1,2.5,.440,.702,0.9,1.4,.643,1.1,2.6,3.7,0.1,0.2,0.4,0.5,1.5,8.2,142,21.3,.705,.519,.269,8.6,20.4,14.5,1.1,0.7,2.7,7.9,20.0,,0.4,0.1,0.6,.200,,4.1,-1.9,2.2,0.2
328,Nerlens Noel,C,27,NYK,10,3,23.5,1.5,3.0,.500,0.0,0.2,.000,1.5,2.8,.536,.500,1.2,1.3,.923,2.3,3.6,5.9,0.7,1.2,1.3,1.0,2.8,4.2,235,12.4,.588,.067,.433,10.4,16.3,13.4,4.1,2.5,5.2,21.9,8.5,,0.2,0.3,0.6,.118,,-2.7,0.7,-2.0,0.0
